Scope1,Absolute Time
-1.000000,3568277511.061316
-1.000000,3568277511.071316
-1.000000,3568277511.081318
-1.000000,3568277511.091313
-1.000000,3568277511.101316
-1.000000,3568277511.111317
-1.000000,3568277511.121317
-1.000000,3568277511.131317
-1.000000,3568277511.141319
-1.000000,3568277511.151317
-1.000000,3568277511.161319
-1.000000,3568277511.171319
-1.000000,3568277511.181320
-1.000000,3568277511.191317
-1.000000,3568277511.201321
-1.000000,3568277511.211320
-1.000000,3568277511.221321
-1.000000,3568277511.231320
-1.000000,3568277511.241321
-1.000000,3568277511.251321
-1.000000,3568277511.261323
-1.000000,3568277511.271321
-1.000000,3568277511.281321
-1.000000,3568277511.291318
-1.000000,3568277511.301323
-1.000000,3568277511.311323
-1.000000,3568277511.321324
-1.000000,3568277511.331324
-1.000000,3568277511.341323
-1.000000,3568277511.351324
-1.000000,3568277511.361324
-1.000000,3568277511.371325
-1.000000,3568277511.381326
-1.000000,3568277511.391321
-1.000000,3568277511.401325
-1.000000,3568277511.411325
-1.000000,3568277511.421326
-1.000000,3568277511.431324
-1.000000,3568277511.441328
-1.000000,3568277511.451327
-1.000000,3568277511.461327
-1.000000,3568277511.471327
-1.000000,3568277511.481329
-1.000000,3568277511.491325
-1.000000,3568277511.501329
-1.000000,3568277511.511328
-1.000000,3568277511.521328
-1.000000,3568277511.531329
-1.000000,3568277511.541329
-1.000000,3568277511.551330
-1.000000,3568277511.561331
-1.000000,3568277511.571331
-1.000000,3568277511.581330
-1.000000,3568277511.591328
-1.000000,3568277511.601332
-1.000000,3568277511.611331
-1.000000,3568277511.621333
-1.000000,3568277511.631331
-1.000000,3568277511.641332
-1.000000,3568277511.651332
-1.000000,3568277511.661332
-1.000000,3568277511.671333
-1.000000,3568277511.681334
-1.000000,3568277511.691330
-1.000000,3568277511.701334
-1.000000,3568277511.711333
-1.000000,3568277511.721335
-1.000000,3568277511.731334
-1.000000,3568277511.741336
-1.000000,3568277511.751336
-1.000000,3568277511.761335
-1.000000,3568277511.771336
-1.000000,3568277511.781336
-1.000000,3568277511.791333
-1.000000,3568277511.801338
-1.000000,3568277511.811336
-1.000000,3568277511.821338
-1.000000,3568277511.831337
-1.000000,3568277511.841338
-1.000000,3568277511.851339
-1.000000,3568277511.861340
-1.000000,3568277511.871338
-1.000000,3568277511.881339
-1.000000,3568277511.891335
-1.000000,3568277511.901339
-1.000000,3568277511.911340
-1.000000,3568277511.921340
-1.000000,3568277511.931340
-1.000000,3568277511.941339
-1.000000,3568277511.951341
-1.000000,3568277511.961341
-1.000000,3568277511.971342
-1.000000,3568277511.981343
-1.000000,3568277511.991339
-1.000000,3568277512.001342
-1.000000,3568277512.011343
-1.000000,3568277512.021343
-1.000000,3568277512.031343
-1.000000,3568277512.041344
-1.000000,3568277512.051343
-1.000000,3568277512.061344
-1.000000,3568277512.071344
-1.000000,3568277512.081345
-1.000000,3568277512.091341
-1.000000,3568277512.101346
-1.000000,3568277512.111345
-1.000000,3568277512.121345
-1.000000,3568277512.131345
-1.000000,3568277512.141346
-1.000000,3568277512.151346
-1.000000,3568277512.161348
-1.000000,3568277512.171347
-1.000000,3568277512.181348
-1.000000,3568277512.191345
-1.000000,3568277512.201348
-1.000000,3568277512.211347
-1.000000,3568277512.221350
-1.000000,3568277512.231349
-1.000000,3568277512.241349
-1.000000,3568277512.251349
-1.000000,3568277512.261349
-1.000000,3568277512.271349
-1.000000,3568277512.281351
-1.000000,3568277512.291347
-1.000000,3568277512.301351
-1.000000,3568277512.311351
-1.000000,3568277512.321352
-1.000000,3568277512.331351
-1.000000,3568277512.341353
-0.958800,3568277512.351352
-0.958800,3568277512.361353
-0.505173,3568277512.371352
-0.505173,3568277512.381353
-0.371166,3568277512.391350
-0.371166,3568277512.401354
-0.195898,3568277512.411354
-0.195898,3568277512.421354
0.000000,3568277512.431354
0.000000,3568277512.441354
0.000000,3568277512.451355
0.000000,3568277512.461357
0.051546,3568277512.471355
0.051546,3568277512.481357
0.082461,3568277512.491353
0.082461,3568277512.501357
0.134007,3568277512.511356
0.134007,3568277512.521358
0.175237,3568277512.531357
0.175237,3568277512.541358
0.175237,3568277512.551358
0.175237,3568277512.561357
0.185553,3568277512.571359
0.185553,3568277512.581358
0.216498,3568277512.591355
0.216498,3568277512.601358
0.288644,3568277512.611359
0.288644,3568277512.621360
0.381451,3568277512.631360
0.381451,3568277512.641361
0.484542,3568277512.651360
0.484542,3568277512.661361
0.577319,3568277512.671361
0.690725,3568277512.681362
0.845363,3568277512.691359
0.845363,3568277512.701363
0.896908,3568277512.711362
0.896908,3568277512.721362
0.958769,3568277512.731363
0.958769,3568277512.741363
1.000000,3568277512.751364
1.000000,3568277512.761365
1.000000,3568277512.771364
1.000000,3568277512.781364
1.000000,3568277512.791364
1.000000,3568277512.801365
1.000000,3568277512.811365
1.000000,3568277512.821367
1.000000,3568277512.831365
1.000000,3568277512.841366
1.000000,3568277512.851367
1.000000,3568277512.861367
1.000000,3568277512.871366
1.000000,3568277512.881368
1.000000,3568277512.891364
1.000000,3568277512.901367
1.000000,3568277512.911367
1.000000,3568277512.921368
1.000000,3568277512.931368
1.000000,3568277512.941370
1.000000,3568277512.951368
0.360820,3568277512.961369
0.360820,3568277512.971370
0.000000,3568277512.981369
0.000000,3568277512.991367
-0.350536,3568277513.001371
-0.350536,3568277513.011370
-0.567034,3568277513.021371
-0.567034,3568277513.031371
-0.567034,3568277513.041372
-1.000000,3568277513.051371
-1.000000,3568277513.061373
-1.000000,3568277513.071372
-1.000000,3568277513.081373
-1.000000,3568277513.091370
-1.000000,3568277513.101373
-1.000000,3568277513.111373
-1.000000,3568277513.121375
-1.000000,3568277513.131374
-1.000000,3568277513.141374
-1.000000,3568277513.151375
-1.000000,3568277513.161375
-1.000000,3568277513.171375
-1.000000,3568277513.181376
-1.000000,3568277513.191373
-1.000000,3568277513.201376
-1.000000,3568277513.211376
-1.000000,3568277513.221377
-1.000000,3568277513.231376
-1.000000,3568277513.241378
-1.000000,3568277513.251378
-1.000000,3568277513.261377
-1.000000,3568277513.271378
-1.000000,3568277513.281378
-1.000000,3568277513.291375
-1.000000,3568277513.301380
-1.000000,3568277513.311379
-1.000000,3568277513.321379
-1.000000,3568277513.331379
-0.866024,3568277513.341380
-0.866024,3568277513.351380
-0.731986,3568277513.361382
-0.731986,3568277513.371383
-0.680441,3568277513.381381
-0.649525,3568277513.391377
-0.649525,3568277513.401382
-0.628895,3568277513.411381
-0.536119,3568277513.421384
-0.536119,3568277513.431380
-0.453627,3568277513.441382
-0.360851,3568277513.451383
-0.247444,3568277513.461384
-0.247444,3568277513.471384
-0.103122,3568277513.481386
0.000000,3568277513.491381
0.000000,3568277513.501384
0.164953,3568277513.511384
0.402051,3568277513.521385
0.402051,3568277513.531385
0.659810,3568277513.541387
0.659810,3568277513.551385
0.989715,3568277513.561387
1.000000,3568277513.571387
1.000000,3568277513.581387
1.000000,3568277513.591384
1.000000,3568277513.601388
1.000000,3568277513.611387
1.000000,3568277513.621388
1.000000,3568277513.631387
1.000000,3568277513.641388
1.000000,3568277513.651388
